Time,quat 1,quat 2,quat 3,quat 4
0.1289961338043213,-0.0030152681283652782,-0.0368412621319294,-0.999157726764679,0.01780904084444046
0.20714402198791504,-0.0029702866449952126,-0.036842960864305496,-0.9991554617881775,0.017946112900972366
0.2790820598602295,-0.0029394165612757206,-0.03689510002732277,-0.9991547465324402,0.017883434891700745
0.3995349407196045,-0.0028436866123229265,-0.03685832396149635,-0.9991543889045715,0.017997387796640396
0.5359950065612793,-0.00280492240563035,-0.0368010550737381,-0.9991583228111267,0.0178980715572834
0.6122369766235352,-0.0028060481417924166,-0.036821212619543076,-0.9991557002067566,0.0180007703602314
0.6815440654754639,-0.002788662211969495,-0.0368533730506897,-0.9991548657417297,0.017989354208111763
0.7531640529632568,-0.002774596679955721,-0.036871012300252914,-0.9991509914398193,0.018171757459640503
0.8260159492492676,-0.0027954494580626488,-0.036900654435157776,-0.9991494417190552,0.018187599256634712
0.8958590030670166,-0.002781292423605919,-0.03688843920826912,-0.9991490244865417,0.01824054680764675
0.9655280113220215,-0.0027762465178966522,-0.036908309906721115,-0.9991475343704224,0.01828037202358246
1.0359129905700684,-0.002796989167109132,-0.036934107542037964,-0.9991465210914612,0.018279679119586945
1.073754072189331,-0.00281670899130404,-0.03693576529622078,-0.9991459846496582,0.018306413665413857
1.142812967300415,-0.002818038687109947,-0.036911435425281525,-0.9991469979286194,0.018298035487532616
1.2150189876556396,-0.0028193651232868433,-0.036914464086294174,-0.9991477131843567,0.0182570219039917
1.2834219932556152,-0.002789562800899148,-0.03684995695948601,-0.999150276184082,0.018252752721309662
1.4044301509857178,-0.0027198635507375,-0.036796990782022476,-0.9991487264633179,0.0184289813041687
1.4782180786132812,-0.002674575662240386,-0.03682929277420044,-0.9991488456726074,0.01838047243654728
1.5630180835723877,-0.0026668484788388014,-0.03683340176939964,-0.999151885509491,0.018211236223578453
1.6333160400390625,-0.0026735528372228146,-0.03686951845884323,-0.9991528987884521,0.01808057352900505
1.7015810012817383,-0.00266064889729023,-0.03688186779618263,-0.9991530179977417,0.018053099513053894
1.7711591720581055,-0.002625684253871441,-0.03685903549194336,-0.9991533160209656,0.018089575693011284
1.8463730812072754,-0.0026089809834957123,-0.03686369210481644,-0.9991529583930969,0.01810518093407154
1.9153060913085938,-0.0025884676724672318,-0.03686459735035896,-0.999152660369873,0.01811996102333069
1.952207088470459,-0.002569757867604494,-0.03685275837779045,-0.9991527199745178,0.018139971420168877
2.0216259956359863,-0.00255176005885005,-0.036865685135126114,-0.9991521835327148,0.018146861344575882
2.08971905708313,-0.002556459279730916,-0.036905672401189804,-0.999151885509491,0.018079658970236778
2.1624579429626465,-0.0025537486653774977,-0.036938682198524475,-0.9991503357887268,0.018099185079336166
2.282555103302002,-0.002560009015724063,-0.036999668926000595,-0.9991475343704224,0.018113430589437485
2.3532819747924805,-0.002572243334725499,-0.036995768547058105,-0.9991461038589478,0.018212515860795975
2.430166006088257,-0.002570329001173377,-0.03701084107160568,-0.9991462826728821,0.018168393522500992
2.5053629875183105,-0.0025804885663092136,-0.036989398300647736,-0.9991458654403687,0.018239669501781464
2.574998140335083,-0.002584505593404174,-0.036975741386413574,-0.9991445541381836,0.01833426207304001
2.6467320919036865,-0.0025774205569177866,-0.03701334446668625,-0.9991414546966553,0.018435092642903328
2.7313520908355713,-0.0025993934832513332,-0.03701399266719818,-0.9991406798362732,0.018465111032128334
2.8019840717315674,-0.002632983261719346,-0.037032123655080795,-0.9991390705108643,0.018517082557082176
2.9277000427246094,-0.002628806745633483,-0.03701278939843178,-0.999135434627533,0.018744226545095444
2.9977450370788574,-0.002624984597787261,-0.0370185486972332,-0.9991346597671509,0.018781419843435287
3.1164989471435547,-0.002672608708962798,-0.03698369860649109,-0.9991346597671509,0.018839532509446144
3.150663137435913,-0.0026831654831767082,-0.036971379071474075,-0.9991341233253479,0.01888708956539631
3.218964099884033,-0.0027176521252840757,-0.036971304565668106,-0.9991346597671509,0.01886141300201416
3.2893290519714355,-0.0027764064725488424,-0.037055619060993195,-0.9991312026977539,0.018866833299398422
3.3636960983276367,-0.0027926273178309202,-0.03704111650586128,-0.9991291165351868,0.019010178744792938
3.4844319820404053,-0.0028465986251831055,-0.03708295524120331,-0.9991284012794495,0.01895066164433956
3.5542380809783936,-0.002846040762960911,-0.03706502169370651,-0.9991263747215271,0.019095690920948982
3.5973000526428223,-0.002836313098669052,-0.03703491389751434,-0.9991276264190674,0.019089749082922935
3.7169671058654785,-0.002839229069650173,-0.03705408796668053,-0.9991266131401062,0.019098635762929916
3.7896780967712402,-0.002850126475095749,-0.03705739974975586,-0.9991248250007629,0.019190963357686996
3.8581650257110596,-0.00286460155621171,-0.037070825695991516,-0.9991258978843689,0.0190997626632452
3.93367600440979,-0.0028798263520002365,-0.03710401430726051,-0.9991258978843689,0.01903688535094261
4.004435062408447,-0.0028643489349633455,-0.03705544397234917,-0.9991329908370972,0.018757393583655357
4.077864170074463,-0.0028683908749371767,-0.03706250339746475,-0.9991347193717957,0.018654074519872665
4.1980860233306885,-0.0028985796961933374,-0.03694406896829605,-0.9991372227668762,0.01875164918601513
4.269935131072998,-0.0029212108347564936,-0.03689485043287277,-0.9991398453712463,0.01869974657893181
4.338418960571289,-0.0030044913291931152,-0.036756835877895355,-0.9991452693939209,0.0186753049492836
4.4078991413116455,-0.0029240301810204983,-0.03678526356816292,-0.9991413354873657,0.018835389986634254
4.4783899784088135,-0.0028506796807050705,-0.03656676411628723,-0.9991493225097656,0.01885455846786499
4.603292942047119,-0.0022150659933686256,-0.03585533797740936,-0.9991694688796997,0.01921188086271286
4.673381090164185,-0.002106355968862772,-0.035556163638830185,-0.9991844892501831,0.01901961863040924
4.747298955917358,-0.0018969891825690866,-0.03561621531844139,-0.9991833567619324,0.018987128511071205
4.822533130645752,-0.0019630559254437685,-0.035766907036304474,-0.9991791248321533,0.018915103748440742
4.891113042831421,-0.0018732011085376143,-0.03595990687608719,-0.9991701245307922,0.019037028774619102
4.963541030883789,-0.0021123583428561687,-0.03602657467126846,-0.9991723895072937,0.018756570294499397
5.0335259437561035,-0.002561550820246339,-0.035912126302719116,-0.9991909265518188,0.017902575433254242
5.1014111042022705,-0.002344822743907571,-0.036312077194452286,-0.9991709589958191,0.018238864839076996
5.174468040466309,-0.002696495968848467,-0.03631879761815071,-0.9991803765296936,0.017671635374426842
5.249099969863892,-0.001523382030427456,-0.03716510906815529,-0.9991660118103027,0.016836393624544144
5.317228078842163,-0.001272380817681551,-0.03754683583974838,-0.9991590976715088,0.016430843621492386
5.388551950454712,-0.0010762190213426948,-0.03806775435805321,-0.9991347193717957,0.016710937023162842
5.508214950561523,-0.0009854005184024572,-0.03844660893082619,-0.9991300702095032,0.016122788190841675
5.5799829959869385,-0.0009629555861465633,-0.03831202909350395,-0.9991348385810852,0.016146240755915642
5.64875602722168,0.0012652657460421324,-0.04016449674963951,-0.9991139769554138,0.012487664818763733
5.722008943557739,0.0026282870676368475,-0.043699391186237335,-0.9989870190620422,0.01036925334483385
5.793555974960327,0.002964956220239401,-0.04399454593658447,-0.9989768266677856,0.0100521519780159
5.9151811599731445,0.0022807179484516382,-0.04146737605333328,-0.9990783929824829,0.010853016749024391
5.984410047531128,0.0004770256928168237,-0.039066728204488754,-0.9991629719734192,0.012137490324676037
6.05663800239563,-0.0031966979149729013,-0.03503843769431114,-0.9992931485176086,0.013270228169858456
6.125005006790161,-0.008361843414604664,-0.030998362228274345,-0.9993782043457031,0.01457726676017046
6.1958301067352295,-0.010036454536020756,-0.029304705560207367,-0.9994035363197327,0.015297163277864456
6.281682968139648,-0.008188140578567982,-0.032719142735004425,-0.9992881417274475,0.016911562532186508
6.349853038787842,-0.009961201809346676,-0.03225647285580635,-0.9992769956588745,0.01751057803630829
6.469195127487183,-0.009706152603030205,-0.030607260763645172,-0.9993103742599487,0.01864057406783104
6.538236141204834,-0.009525572881102562,-0.030231716111302376,-0.9993225932121277,0.018692530691623688
6.60650897026062,-0.009000980295240879,-0.0301433764398098,-0.9993271231651306,0.01886516436934471
6.684746026992798,-0.009050512686371803,-0.030066560953855515,-0.9993201494216919,0.01932726614177227
6.75545597076416,-0.009537074714899063,-0.029978645965456963,-0.9993106722831726,0.019693104550242424
6.829426050186157,-0.012632427737116814,-0.030326861888170242,-0.9992655515670776,0.01972784474492073
6.949615955352783,-0.013294621370732784,-0.02840736322104931,-0.9992964267730713,0.02056119032204151
7.068235158920288,-0.01187213882803917,-0.02772415801882744,-0.999323844909668,0.02103181928396225
7.188079118728638,-0.010502809658646584,-0.028867144137620926,-0.9993200898170471,0.020383307710289955
7.305256128311157,-0.007071814965456724,-0.0300288125872612,-0.9993082284927368,0.02080221101641655
7.341662168502808,-0.005296797025948763,-0.03034767135977745,-0.9992806911468506,0.022154059261083603
7.41730809211731,-0.00032270175870507956,-0.03210180997848511,-0.9990471601486206,0.029692452400922775
7.48526406288147,0.00673786923289299,-0.03225688263773918,-0.9986799955368042,0.03946923837065697
7.552747011184692,0.003365747630596161,-0.03202341869473457,-0.998698890209198,0.03948225453495979
7.627148151397705,-0.006486823782324791,-0.03056640736758709,-0.9989477396011353,0.03352043405175209
7.745638132095337,-0.014277368783950806,-0.032871946692466736,-0.998894989490509,0.030388202518224716
7.822227954864502,-0.02196752279996872,-0.03241412714123726,-0.9988226294517517,0.028556659817695618
7.892927169799805,-0.027776092290878296,-0.030892683193087578,-0.9987648725509644,0.027234099805355072
7.964738130569458,-0.027747713029384613,-0.03057258576154709,-0.9988012909889221,0.026301635429263115
8.035436153411865,-0.02491144835948944,-0.0316288061439991,-0.9987761378288269,0.028759825974702835
8.15552806854248,-0.02588968351483345,-0.031835827976465225,-0.9987115263938904,0.02986135333776474
8.228391170501709,-0.026545172557234764,-0.03200924023985863,-0.9986844062805176,0.030003612861037254
8.297218084335327,-0.027182601392269135,-0.03189137950539589,-0.9986631274223328,0.030268291011452675
8.364015102386475,-0.027477741241455078,-0.03241003677248955,-0.9985955357551575,0.03165874257683754
