Time,ax,ay,az
0.1277320384979248,-3.061725251446644,0.020613124830943904,-4.636994357292329
0.20243406295776367,-3.0617103377445396,0.02063905320086935,-4.636746683310951
0.2743220329284668,-3.061726849343298,0.020637767393405546,-4.636632700016296
0.39789414405822754,-3.061736170407113,0.020631365403816347,-4.636574110472314
0.5307519435882568,-3.0617196588083546,0.02061784570009499,-4.636581567323367
0.6098611354827881,-3.0616735861214965,0.020609142572876396,-4.636601807347651
0.6798000335693359,-3.061689831404146,0.020581262605214628,-4.636600209450997
0.7499101161956787,-3.061702348261269,0.020556049959832144,-4.636544283068105
0.8226721286773682,-3.0616786461275676,0.020556911325997216,-4.636490487214085
0.8937680721282959,-3.061690097720255,0.020508298233130263,-4.636358927056236
0.9632861614227295,-3.0616799777081125,0.02046866290596932,-4.636227366898385
1.0338490009307861,-3.061623785009112,0.020415803319520448,-4.636076631980687
1.0723271369934082,-3.0616094039392254,0.02038081396010493,-4.636031358242156
1.1411199569702148,-3.061587832334396,0.020339029378720508,-4.635989812929151
1.2131190299987793,-3.0615063396050393,0.020260882245483496,-4.635955724467197
1.2811059951782227,-3.0614163247601947,0.02019272196633428,-4.636005791895691
1.401777982711792,-3.061326842547568,0.0201477915259122,-4.636137352053541
1.476081132888794,-3.0613028740977573,0.020123700321019993,-4.636483030363033
1.561310052871704,-3.0613058035749563,0.020166073710676673,-4.636726443286666
1.6307110786437988,-3.06139608473591,0.020209485317039567,-4.636948018289361
1.699782133102417,-3.061416591076304,0.020257051870821906,-4.6370257825931915
1.768700122833252,-3.061484235367992,0.020344343217333055,-4.637124852185742
1.8438241481781006,-3.0615817070638887,0.020414735974489815,-4.637158408015478
1.9135360717773438,-3.0616416281884153,0.02048134413006622,-4.637127515346832
1.951097011566162,-3.061697021939089,0.020501471802242332,-4.637122189024653
2.0200440883636475,-3.06169675562298,0.02053886632901733,-4.637099818471496
2.087968111038208,-3.061671455592624,0.020596663166455854,-4.637049751043002
2.1608071327209473,-3.0617220556533358,0.020626049484609197,-4.637060936319581
2.280539035797119,-3.0617255177627527,0.020649701684040463,-4.637048153146348
2.3515231609344482,-3.0617335072460232,0.02067010191410939,-4.637054012100746
2.427927017211914,-3.0617478883159097,0.020662189412839413,-4.6370630668484525
2.501791000366211,-3.061726849343298,0.020662859364301137,-4.637079578447211
2.5726771354675293,-3.0616512155683395,0.02067332683574191,-4.637108340586984
2.6435420513153076,-3.0615888975988317,0.020682905893287785,-4.637190898580776
2.7278690338134766,-3.0614711858786503,0.020723856156236956,-4.637289435541109
2.7996301651000977,-3.0613817036660236,0.0207680979198459,-4.637413538847907
2.9235031604766846,-3.061259997204207,0.020837949722406233,-4.637515804233766
2.996188163757324,-3.0612077992468416,0.020887902718196634,-4.637570132720004
3.1140451431274414,-3.061228039271126,0.02088725773387013,-4.637505151589406
3.1492719650268555,-3.0613390930885824,0.020831585183519866,-4.637375721960428
3.2162461280822754,-3.061397948948673,0.020793416675553067,-4.637277717632313
3.286208152770996,-3.061523117519907,0.02070403433146728,-4.6370545447329645
3.3621060848236084,-3.06165920505161,0.020590479639299827,-4.6368159254992936
3.481096029281616,-3.061793694686659,0.020472308107711362,-4.636622047371936
3.5507471561431885,-3.061861072662238,0.020365719246270144,-4.636471845086455
3.5959999561309814,-3.0618802474220863,0.020342114900514716,-4.636487291420777
3.7137320041656494,-3.061829381045266,0.020348167350210843,-4.636589024174419
3.7879960536956787,-3.061794493634986,0.02037134933526214,-4.636801544429407
3.85589599609375,-3.0617889009966968,0.020402260729258475,-4.637080111079429
3.9309170246124268,-3.0617241861822078,0.020474114063825575,-4.637350155613963
3.999770164489746,-3.0616821082369845,0.020544342454008803,-4.637583981157672
4.076178073883057,-3.0616837061336386,0.020594990368396147,-4.637750162409693
4.193787097930908,-3.0616485524072496,0.02064465000034772,-4.637811947746983
4.2661731243133545,-3.0615084701339113,0.020761760428689352,-4.637883853096415
4.336511135101318,-3.061392356310384,0.020814584645029992,-4.637889712050813
4.404433965682983,-3.0611691834110353,0.02094338177324895,-4.637983987953402
4.476840972900391,-3.0607103207552147,0.021168984807092287,-4.638144842883243
4.600037097930908,-3.0602115106830428,0.021389211584485028,-4.638339786275036
4.671265125274658,-3.0593401243743688,0.021582521709516553,-4.638554437058897
4.743857145309448,-3.0590908524963374,0.02154273241835509,-4.638565089703257
4.820183992385864,-3.0588242700712205,0.021157655969486443,-4.638481466445029
4.8888490200042725,-3.0587555605150967,0.020313227925065763,-4.638136853399972
4.961405992507935,-3.0590519703444223,0.018804199708237403,-4.637465204173054
5.031761169433594,-3.059614696282756,0.016753519895795155,-4.636612992624229
5.099782943725586,-3.0604384120079176,0.01400677715937946,-4.6352643678482135
5.172070026397705,-3.060924438906857,0.012535018633649999,-4.634585261770243
5.245877981185913,-3.061928716953926,0.009261011613290649,-4.632828108083008
5.315380096435547,-3.0631567005325615,0.005664460934963125,-4.630601705411702
5.386705160140991,-3.064361780925822,0.0020527255570842963,-4.627951860127073
5.5057361125946045,-3.0655633992096663,-0.0012805412187928457,-4.625248751620643
5.5778491497039795,-3.066627598381262,-0.0048548641247682395,-4.6219421708112005
5.6461920738220215,-3.066710689007272,-0.005510170801239114,-4.621193822544888
5.720206022262573,-3.0663570212145097,-0.005832929280599905,-4.620588752345222
5.79085898399353,-3.065248613568819,-0.004829415852047121,-4.621057468697076
5.912335157394409,-3.0635761484042487,-0.0027380788804202047,-4.622440714567263
5.981516122817993,-3.060326292926025,0.0015342169353729255,-4.625127311474936
6.054027080535889,-3.0590676829948538,0.003097729162885373,-4.6259480977228975
6.123093128204346,-3.0566793601292708,0.006175582405541428,-4.627346789927407
6.193449020385742,-3.0544257932148455,0.008980308192612491,-4.628148934047739
6.279891014099121,-3.0527445396186788,0.011252171855964228,-4.6284285659621975
6.3478381633758545,-3.0517328047205576,0.013088796974899456,-4.628741221074173
6.466086149215698,-3.0520353398203905,0.014310951767758543,-4.629428849267631
6.535704135894775,-3.0547600199316505,0.014835283453611209,-4.631922100680163
6.603425979614258,-3.05615871213616,0.014650301948769987,-4.633173253760283
6.680423021316528,-3.0596154952310832,0.013743125251758918,-4.636407929220293
6.75033712387085,-3.0633923902890334,0.012250222683390447,-4.640210390624708
