Time,yaw,pitch,roll,magx,magy,magz,accelx,accely,accelz,gyrox,gyroy,gyroz
39.84920787811279,-85.63,64.114,17.214,-0.3116,0.2487,0.1769,8.881,-1.29,-4.038,0.001067,-0.035819,-0.004366
39.989760875701904,-85.685,64.008,17.169,-0.3137,0.2499,0.1767,8.864,-1.316,-4.048,-0.001372,-0.008546,0.003789
40.12783694267273,-85.772,63.855,17.083,-0.3115,0.2547,0.1755,8.852,-1.304,-4.044,0.002446,-0.046877,-0.004772
40.26360583305359,-85.872,63.704,16.986,-0.3116,0.2523,0.1729,8.825,-1.311,-4.113,-0.006682,-0.007654,-0.0044
40.40778684616089,-86.019,63.389,16.812,-0.3104,0.2523,0.1782,9.068,-1.312,-3.886,0.002099,-0.100085,-0.013643
40.593634843826294,-88.093,59.889,14.926,-0.3005,0.2559,0.1983,8.407,-1.102,-5.345,0.006567,-0.799299,-0.024414
40.734474897384644,-91.759,52.939,12.491,-0.2784,0.2608,0.2388,7.934,-1.31,-5.661,0.11044,-0.888603,-0.029524
40.872283935546875,-94.067,45.778,10.735,-0.2521,0.2644,0.2769,7.312,-1.305,-6.844,-0.033744,-1.129471,-0.010839
41.011168003082275,-96.59,35.633,8.75,-0.2065,0.2749,0.3159,5.763,-1.292,-7.571,-0.068987,-1.157448,-0.019343
41.146957874298096,-98.007,27.699,7.456,-0.1603,0.2679,0.3517,4.606,-1.186,-8.363,-0.081619,-1.08561,-0.000106
41.28802490234375,-99.401,18.71,6.282,-0.1117,0.2723,0.3751,3.096,-1.078,-9.086,-0.062311,-0.956665,-0.030402
41.423675775527954,-99.845,10.911,5.618,-0.06,0.2721,0.3937,1.82,-0.931,-9.453,-0.067527,-0.922794,0.091304
41.52423691749573,-99.558,5.328,5.204,-0.0247,0.2717,0.3981,0.907,-1.044,-9.506,-0.122117,-0.924264,0.176464
41.65812587738037,-99.018,-0.879,4.502,0.0226,0.2737,0.4097,-0.148,-0.803,-9.639,-0.074843,-0.804377,0.086829
41.76045799255371,-98.885,-5.491,4.025,0.0579,0.2685,0.4116,-0.778,-0.846,-9.645,-0.106058,-0.799715,0.083328
41.898430824279785,-99.068,-12.279,3.414,0.0994,0.2701,0.408,-1.914,-0.649,-9.517,-0.046378,-0.810806,-0.01439
42.03788685798645,-99.561,-18.398,3.214,0.1376,0.2659,0.3956,-3.151,-0.526,-9.178,-0.024714,-0.860921,-0.041399
42.180670976638794,-100.285,-26.323,3.148,0.1872,0.2635,0.3791,-4.44,-0.407,-8.643,-0.059766,-0.850036,-0.068838
42.32238292694092,-101.467,-32.214,3.532,0.219,0.2678,0.3609,-5.243,-0.543,-8.144,0.002093,-0.825162,-0.093933
42.45532989501953,-102.53,-38.662,4.074,0.2529,0.2709,0.3377,-6.058,-0.619,-7.567,0.010675,-0.724974,-0.017446
42.591028928756714,-102.693,-43.425,4.285,0.2773,0.2765,0.3178,-6.643,-0.504,-7.032,0.030864,-0.658647,0.090934
42.74866199493408,-102.171,-49.628,4.153,0.3101,0.2676,0.2859,-7.478,-0.49,-6.187,-0.002958,-0.500406,-0.003172
42.85509395599365,-102.516,-52.532,4.109,0.3206,0.2674,0.272,-7.605,-0.446,-5.84,-0.097047,-0.538329,-0.023354
43.03943586349487,-103.724,-56.891,4.111,0.3351,0.2623,0.2572,-8.478,-0.262,-5.139,-0.053108,-0.210162,-0.087319
43.22515797615051,-104.511,-60.392,4.311,0.3487,0.2632,0.2382,-8.759,-0.232,-4.699,-0.009671,-0.111945,-0.018944
43.33474087715149,-104.524,-60.58,4.358,0.3464,0.262,0.2316,-8.731,-0.339,-4.463,-0.020118,0.045358,-0.019667
43.47241997718811,-104.624,-60.422,4.442,0.3507,0.2608,0.2358,-8.512,-0.435,-4.764,0.005299,0.019768,-0.008809
